ID,CommentsAssociated,CommentsAssociatedLabel
2183,// TODO: support transactional inserts,1
3352,/** * The time series average number of idle executors for this {@link #getLabel()} * @deprecated use {@link #getAvailableExecutorsLatest()} */,1
21802,/** * Boolean OR in three-valued logic. */,0
21537,"/** * Returns a sorted collection of item ids * * @param n top-n items to return * @return TopItemIds object */[[SEP]]// TODO: heap based and wasteful, this should instead use some lucene magic if possible[[SEP]]// [ITEM-BOW] sort items by count",1
2779,"// todo: import ""cancel"" tries to remove WAL table, which does not work correctly on this branch[[SEP]]// this one should be rejected[[SEP]]// this one should succeed",1
24447,// TODO: extract to standalone helper method,1
5926,// TODO: clean up cast path,1
3859,/** * Adds a FieldSet to be unique * * @param uniqueFieldSet The unique FieldSet */,0
2542,// Assertion error: java.lang.AssertionError: cannot insert null when the column is designated[[SEP]]// Null is not allowed[[SEP]]// Insert a dud,0
3050,// FIXME happens after the window is open,1
2089,"// TODO: rename column is non transactional on File System. When file rename fails, metadata does not match files on the disk// To fix it we have to copy files and then delete. We can use hard links to copy on the file systems where it's supported[[SEP]]// create table with two string columns[[SEP]]// make sure we forbid deleting column ""b"" files[[SEP]]// populate table and delete column[[SEP]]// this should write metadata without column ""b"" but will ignore// file rename failures[[SEP]]// It used to be: this must fail because we cannot delete foreign files// but with column version file we can handle it.[[SEP]]// now assert what reader sees// This fails with could not open read-only .. /bb.i.[[SEP]]// roll random generator to make sure it returns same values",1
12719,"/*   * We'd love to use 'new ArrayList(this)' or 'list.addAll(this)', but   * either of these would recurse back to us again!   */",1
3728,"/** * Gets a handle to the system's key/value map state. This state is similar to the state * accessed via {@link #getState(ValueStateDescriptor)}, but is optimized for state that is * composed of user-defined key-value pairs * * <p>This state is only accessible if the function is executed on a KeyedStream. * * <pre>{@code * DataStream<MyType> stream = ...; * KeyedStream<MyType> keyedStream = stream.keyBy(""id""); * * keyedStream.map(new RichMapFunction<MyType, List<MyType>>() { * *     private MapState<MyType, Long> state; * *     public void open(Configuration cfg) { *         state = getRuntimeContext().getMapState( *                 new MapStateDescriptor<>(""sum"", MyType.class, Long.class)); *     } * *     public Tuple2<MyType, Long> map(MyType value) { *         return new Tuple2<>(value, state.get(value)); *     } * }); * * }</pre> * * @param stateProperties The descriptor defining the properties of the stats. * @param <UK> The type of the user keys stored in the state. * @param <UV> The type of the user values stored in the state. * @return The partitioned state object. * @throws UnsupportedOperationException Thrown, if no partitioned state is available for the *     function (function is not part of a KeyedStream). */",0
2575,// If at least one attribute is missing - this ID won't work anyway// so let's just clean it up,1
2946,/** * Union ScoredSortedSets specified by name with defined aggregation method * and current ScoredSortedSet without state change. * <p> * Requires <b>Redis 6.2.0 and higher.</b> * * @param aggregate - score aggregation mode * @param names - names of ScoredSortedSet * @return result of union */,0
10283,// FIXME This is currently not working,1
5951,// null userId - print unknown or anonymous[[SEP]]// SYSTEM userid  - getDisplayName() should be SYSTEM[[SEP]]// unknown userid - print unknown or anonymous[[SEP]]// More or less standard operation// user userid  - getDisplayName() should be foo,1
1481,// TODO what about FREEBSD_ARM64?,1
57,"/** * <p>Behaves like a standard {@link Map#put(Object, Object)} but without the return value.</p> * <p>Only produces correct results if the given {@code key} is an interned {@link String}.</p> * @param key Interned String * @param value Value to put */",0
9358,// TODO(b/210591626) Add encoder selection for audio.[[SEP]]// TODO(b/210591626): Pick fallback MIME type using same strategy as for encoder// capabilities limitations.[[SEP]]/* isDecoder= */[[SEP]]/* isDecoder= */[[SEP]]/* outputSurface= */,1
11,// TODO Auto-generated method stub[[SEP]]// Set the singleton.,1
450,"// TODO: caller seems to think that the args is `Map<String, IRubyObject>`, but// at least any `id` present is actually a `String`.",1
2714,/** * Deregister the stream consumer with the given ARN. Blocks until the consumer is deleted. * * @param stream the stream in which to deregister the consumer * @throws ExecutionException * @throws InterruptedException */,0
8204,// TODO inline back this method,1
16457,/** * Performs a CAS operation on the {@link #waiters} field. */,0
6009,"/** * Gets the object to execute commands manipulating stored strings. * * @param redisKeyType the type of the keys * @param valueType the type of the value, often String, or the value are encoded/decoded using codecs. * @param <K> the type of the key * @param <V> the type of the value * @return the object to manipulate stored strings. * @deprecated Use {@link #value(Class, Class)} instead. */",1
1036,//[[SEP]]//[[SEP]]//[[SEP]]//[[SEP]]//[[SEP]]//,0
6507,"/** * Reduces the size of the backing array to the size of the actual items. This is useful to release memory when many items * have been removed, or if it is known that more items will not be added. * @return {@link #items} */",0
23997,"// TODO: disable this assertion for now, due to random runs with mock plugins. perhaps run without mock plugins?// assertThat(nodeInfo.getInfo(PluginsAndModules.class).getInfos(), hasSize(2));",1
10722,// TODO,1
12721,"/** * Removes a number of occurrences of the specified element from this multiset. If the multiset * contains fewer than this number of occurrences to begin with, all occurrences will be removed. * * @param element the element whose occurrences should be removed * @param occurrences the number of occurrences of the element to remove * @return the count of the element before the operation; possibly zero * @throws IllegalArgumentException if {@code occurrences} is negative */[[SEP]]/*   * TODO(cpovirk): remove and removeExactly currently accept null inputs only   * if occurrences == 0. This satisfies both NullPointerTester and   * CollectionRemoveTester.testRemove_nullAllowed, but it's not clear that it's   * a good policy, especially because, in order for the test to pass, the   * parameter must be misleadingly annotated as @Nullable. I suspect that   * we'll want to remove @Nullable, add an eager checkNotNull, and loosen up   * testRemove_nullAllowed.   */[[SEP]]// Just CASed to 0; remove the entry to clean up the map. If the removal fails,// another thread has already replaced it with a new counter, which is fine.",1
3277,"// Channel 0 is groupId column of type BIGINT[[SEP]]// Drop GroupId column[[SEP]]// If maskChannel is present, appends the corresponding block[[SEP]]// Filtering based on masked channel is already applied during preprocessing// So, we can just create a block for maskChannel where all rows will pass// maskChannel filter in delegate's addInput() method. This will make the// delegate maskChannel filter check a no-op",0
5697,"//android_asset/media/mp4/sample_MP.heic""));[[SEP]]/* photoStartPosition= */[[SEP]]/* photoSize= */[[SEP]]/* photoPresentationTimestampUs= */[[SEP]]/* videoStartPosition= */[[SEP]]/* videoSize= */",0
3227,/*    * Test usage of the decomposition option for unicode normalization.    */,0
8697,"// Internal methods.[[SEP]]// Load already pending, in progress, or a fatal error has been encountered. Do nothing.",0
16779,// Buffers should prefer to be direct[[SEP]]// IO buffers should prefer to be direct[[SEP]]// Currently we fakes the heap buffer allocation with direct buffers[[SEP]]// Composite buffers allocates the corresponding type of buffers when extending its capacity[[SEP]]// Is direct buffer pooled!,0
6990,/** * Returns true if the key was removed. */,0
20934,// TODO add support for batching here,1
893,// this task will create its own copy of TableWriter to build indexes concurrently?,0
4104,// FIXME cache packed color?,1
7159,/* aspectRatio= */[[SEP]]/* useHdr= */[[SEP]]/* presentationTimeUs= */[[SEP]]/* bitmapLabel= */[[SEP]]// TODO(b/207848601): switch to using proper tooling for testing against golden data.,1
658,/** * {@inheritDoc} * * <p>The implementation for {@link RuleTagToken} always returns {@code null}.</p> */,0
3180,/** * Adds a listener that completes the given {@link CompletableContext} to the given {@link ChannelFuture}. * @param channelFuture Channel future * @param context Context to complete */,0
3867,/** * @deprecated Use instead {@link org.apache.commons.io.IOUtils#toCharArray(java.io.InputStream)} */,1
7601,"// Clear the cache if the cache does not have broadcast table for current stageId.// We will only cache 1 HT at any time. If the stageId changes, we will drop the old cached HT[[SEP]]// TODO: include attemptId in taskId[[SEP]]// TODO: Remove this once we can display the plan on Spark UI.[[SEP]]// Plan has to be retained only if verbose memory exceeded errors are requested[[SEP]]// Get the latest memory reservation info since it might have changed due to revoke[[SEP]]// If total memory usage is over maxTotalMemory and memory revoke request is not pending, fail the query with EXCEEDED_MEMORY_LIMIT error[[SEP]]// TODO: Enable NullifyingIterator once migrated to one task per JVM model// NullifyingIterator removes element from the list upon return// This allows GC to gradually reclaim memory// remoteSourcePageInputs.add(getNullifyingIterator(broadcastInput.value()));[[SEP]]// for in-memory inputs pages can be released incrementally to save memory",1
16176,"/** * Returns the greatest value present in {@code array}, treating values as unsigned. * * @param array a <i>nonempty</i> array of unsigned {@code int} values * @return the value present in {@code array} that is greater than or equal to every other value *     in the array according to {@link #compare} * @throws IllegalArgumentException if {@code array} is empty */",0
19262,// no domain for service account tokens,0
3221,/** * This method is used for test framework. You can't close this operator manually. */,0
9745,/* reset= */[[SEP]]/* dismissedByUser= */,0
5343,"/** * Execute the command <a href=""https://redis.io/commands/lindex"">LINDEX</a>. * Summary: Get an element from a list by its index * Group: list * Requires Redis 1.0.0 * * @param key the key * @param index the index */",0
4957,/** * @deprecated use {@link #getAuthorities2} */,1
3161,// shortcut for RunLengthEncodedBlock,0
1195,"/** * @deprecated No clear purpose, since subclasses may have overridden {@link #getActions}, and does not consider {@link TransientActionFactory}. */",1
685,/** * @return the preferences for the Palette Flyout */,0
18383,/** * Adds a term to the set of allowed values - the boost defines the relative * importance when pursuing connections in subsequent {@link Hop}s. The boost value * appears as part of the query. * @param term a required term * @param boost an optional boost */,0
14774,/** * Returns {@code true} if this {@link EndpointPair} is an ordered pair (i.e. represents the * endpoints of a directed edge). */,0
18653,/** * @return a {@link Map} of the {@link LifecycleAction}s to run when during *         his {@link Phase}. */,0
10015,"// manually add elements to avoid expansion[[SEP]]// chain all entries together as we only have a single bucket[[SEP]]// TODO(b/145386688): This access should be guarded by 'segment', which is not currently// held",1
11868,/** * @deprecated Provided only to satisfy the {@link Predicate} interface; use {@link #matches} *     instead. */,1
3152,/** * @deprecated Use {@link ExoPlayer.Builder#setSeekForwardIncrementMs(long)} instead. */,1
317, ,0
858,"// TODO: If we had a time datatype, we could use something like the following// to distinguish times from dates (although Excel doesn't really make the distinction)// Another alternative would be to look for values < 0.60// String format = cell.getCellStyle().getDataFormatString();// if (!format.contains(""d"") && !format.contains(""m"") && !format.contains(""y"") ) {// // It's just a time// }",1
26312,/** * Returns the last window which the slice belongs to. The window and and slices are both * identified by the end timestamp. */,0
11902,/** * @deprecated Provided only to satisfy the {@link BiPredicate} interface; use {@link #equivalent} *     instead. * @since 21.0 */,1
1345,/** * @deprecated Use {@link #getCurrentMediaItemIndex()} instead. */,1
4984,// TODO(b/254277605): remove lint suppression,1
796,/** * Convenience method for subtypes to obtain the system property of the client. * @deprecated Specific to Remoting-based protocol. */[[SEP]]// never run,1
375,/** * Determines the form validation check URL. See textbox.jelly * * @deprecated *      Use {@link #calcCheckUrl} */,1
1559,// Use by tree navigator thru reflection,0
2998,"/*    @Override    protected String getSortName() {        if (resource == null || handler == null) {            return null;        }        return resource.getFullPath().removeFileExtension().lastSegment();    }*/[[SEP]]// @Property(viewable = false, order = 100)[[SEP]]// Do not read descriptions for virtual (remote) projects",0
3341,// TODO(b/77625596): Forward MediaDrm metrics to distinguish between L1 and L3 and to set// the drm session id.,1
21698,"/** * Creates a view from the given {@link DataStream} in a given path with specified field names. * Registered views can be referenced in SQL queries. * * <p>There are two modes for mapping original fields to the fields of the View: * * <p>1. Reference input fields by name: All fields in the schema definition are referenced by * name (and possibly renamed using an alias (as). Moreover, we can define proctime and rowtime * attributes at arbitrary positions using arbitrary names (except those that exist in the * result schema). In this mode, fields can be reordered and projected out. This mode can be * used for any input type, including POJOs. * * <p>Example: * * <pre>{@code * DataStream<Tuple2<String, Long>> stream = ... * // reorder the fields, rename the original 'f0' field to 'name' and add event-time * // attribute named 'rowtime' * tableEnv.registerDataStream(""myTable"", stream, ""f1, rowtime.rowtime, f0 as 'name'""); * }</pre> * * <p>2. Reference input fields by position: In this mode, fields are simply renamed. Event-time * attributes can replace the field on their position in the input data (if it is of correct * type) or be appended at the end. Proctime attributes must be appended at the end. This mode * can only be used if the input type has a defined field order (tuple, case class, Row) and * none of the {@code fields} references a field of the input type. * * <p>Example: * * <pre>{@code * DataStream<Tuple2<String, Long>> stream = ... * // rename the original fields to 'a' and 'b' and extract the internally attached timestamp into an event-time * // attribute named 'rowtime' * tableEnv.registerDataStream(""myTable"", stream, ""a, b, rowtime.rowtime""); * }</pre> * * <p>The view is registered in the namespace of the current catalog and database. To register * the view in a different catalog use {@link #createTemporaryView(String, DataStream)}. * * <p>Temporary objects can shadow permanent ones. If a permanent object in a given path exists, * it will be inaccessible in the current session. To make the permanent object available again * you can drop the corresponding temporary object. * * @param name The name under which the {@link DataStream} is registered in the catalog. * @param dataStream The {@link DataStream} to register. * @param fields The fields expressions to map original fields of the DataStream to the fields *     of the View. * @param <T> The type of the {@link DataStream} to register. * @deprecated use {@link #createTemporaryView(String, DataStream, Expression...)} */",1
7104,/* left= */[[SEP]]/* right= */[[SEP]]/* bottom= */[[SEP]]/* top= */[[SEP]]/* useHdr= */[[SEP]]/* presentationTimeUs= */[[SEP]]/* bitmapLabel= */[[SEP]]// TODO(b/207848601): switch to using proper tooling for testing against golden data.,1
5260,"/** * Create a ZIP archive from the list of folders/files using the includes and excludes to filter them. * * <p>The default implementation calls other existing methods to list the folders/files, then retrieve them and zip them all. * * @param includes comma-separated Ant-style globs as per {@link Util#createFileSet(File, String, String)} using {@code /} as a path separator; *                 the empty string means <em>no matches</em> (use {@link SelectorUtils#DEEP_TREE_MATCH} if you want to match everything except some excludes) * @param excludes optional excludes in similar format to {@code includes} * @param useDefaultExcludes as per {@link AbstractFileSet#setDefaultexcludes} * @param noFollowLinks if true then do not follow links. * @param prefix the partial path that will be added before each entry inside the archive. *               If non-empty, a trailing slash will be enforced. * @return the number of files inside the archive (not the folders) * @throws IOException if this is not a directory, or listing was not possible for some other reason * @since 2.275 and 2.263.2 */[[SEP]]// TODO JENKINS-20663 make this overridable via query parameter",1
21681,"/** * Converts the given {@link DataStream} into a {@link Table}. * * <p>Column names and types of the {@link Table} are automatically derived from the {@link * TypeInformation} of the {@link DataStream}. If the outermost record's {@link TypeInformation} * is a {@link CompositeType}, it will be flattened in the first level. {@link TypeInformation} * that cannot be represented as one of the listed {@link DataTypes} will be treated as a * black-box {@link DataTypes#RAW(Class, TypeSerializer)} type. Thus, composite nested fields * will not be accessible. * * <p>Since the DataStream API does not support changelog processing natively, this method * assumes append-only/insert-only semantics during the stream-to-table conversion. Records of * type {@link Row} must describe {@link RowKind#INSERT} changes. * * <p>By default, the stream record's timestamp and watermarks are not propagated unless * explicitly declared via {@link #fromDataStream(DataStream, Schema)}. * * @param dataStream The {@link DataStream} to be converted. * @param <T> The external type of the {@link DataStream}. * @return The converted {@link Table}. * @see #fromChangelogStream(DataStream) */",0
2402,// valid null[[SEP]]// discarded bad type string[[SEP]]// discarded bad type symbol[[SEP]]// discarded bad type string[[SEP]]// actual long256[[SEP]]// discarded bad type double[[SEP]]// discarded bad type double[[SEP]]// valid null[[SEP]]// discarded bad type timestamp,1
13453,"/** * Not supported. <b>You are attempting to create a multiset that may contain a non-{@code * Comparable} element.</b> Proper calls will resolve to the version in {@code * ImmutableSortedMultiset}, not this dummy version. * * @throws UnsupportedOperationException always * @deprecated <b>Pass the parameters of type {@code Comparable} to use {@link *     ImmutableSortedMultiset#of(Comparable, Comparable, Comparable)}.</b> */",1
642,"// Table schema (metadata) changed and this Alter is not valid anymore.// Try to update WAL metadata to latest and repeat one more time.[[SEP]]// Apply to itself.[[SEP]]// Transaction successful, but writing using this WAL writer should not be possible.",0
1412,// MariaDB-specific. They have bad SQLState support,1
13712,/** * Does the value match this query? */,0
843,/** * Tries to register with the {@link com.google.crypto.tink.Registry} all instances of {@link * com.google.crypto.tink.Catalogue} needed to handle StreamingAead key types supported in Tink. * * @deprecated use {@link #register} */,1
1484,// OracleAuthDatabaseNativeConfigurator.createRoleCombo(authPanel);,0
6381,// make sure incomplete writes do not block threads// and that incomplete data is not delivered to the endpoint[[SEP]]// make sure the read timed out and the endpoint was not invoked,0
21810,"/** * Get the model definition for inference. * * The caller should ensure the requested model has an InferenceDefinition, * some models such as {@code  org.elasticsearch.xpack.core.ml.inference.trainedmodel.pytorch.PyTorchModel} * do not. * * @param modelId The model tp get * @param unsafe when true, the compressed bytes size is not checked and the circuit breaker is solely responsible for *               preventing OOMs * @param listener The listener */[[SEP]]// TODO Change this when we get more than just langIdent stored[[SEP]]// TODO how could we stream in the model definition WHILE parsing it?// This would reduce the overall memory usage as we won't have to load the whole compressed string// XContentParser supports streams.",1
4011,// TODO: Find int for CodecProfileLevel.AVCLevel1b.,1
4444,"// TODO: Fix repo cleanup logic to handle these leaked snap-file and only exclude test-repo (the mock repo) here.[[SEP]]// test that we can take a snapshot after a failed one, even if a partial index-N was written[[SEP]]// the less the number of shards, the less control files we have, so we are giving a higher probability of[[SEP]]// triggering an IOException toward the end when writing the pending-index-* files, which are the files// that caused problems with writing subsequent snapshots if they happened to be lingering in the repository[[SEP]]// sometimes, the snapshot will fail with a top level I/O exception",1
2623,/** * The error from the user provided Observer is handled by the subscribe try/catch because this is synchronous. * * Result: Passes */[[SEP]]// FIXME custom built???[[SEP]]// doSomething(num);,1
16159,"// standard tokenfilter should have been removed entirely in the 7x line. However, a// cacheing bug meant that it was still possible to create indexes using a standard// filter until 7.6",1
12713,"/** * Creates a new, empty {@code ConcurrentHashMultiset} using the default initial capacity, load * factor, and concurrency settings. */[[SEP]]// TODO(schmoe): provide a way to use this class with other (possibly arbitrary)// ConcurrentMap implementors. One possibility is to extract most of this class into// an AbstractConcurrentMapMultiset.",1
12621,"// we just need to reverse here...[[SEP]]// nothing to do when sorting by key ascending, as data is already sorted since shards return// sorted buckets and the merge-sort performed by reduceBuckets maintains order.// otherwise, sorted by compound order or sub-aggregation, we need to fall back to a costly n*log(n) sort",0
11153,"/** * Call this after the performing the ingest action, even if the action failed. * @param ingestTimeInNanos The time it took to perform the action. */[[SEP]]/*             * This ought to never happen. However if it does, it's incredibly bad because ingestCurrent being negative causes a             * serialization error that prevents the nodes stats API from working. So we're doing 3 things here:             * (1) Log a stack trace at warn level so that the Elasticsearch engineering team can track down and fix the source of the             * bug if it still exists             * (2) Throw an AssertionError if assertions are enabled so that we are aware of the bug             * (3) Increment the counter back up so that we don't hit serialization failures             */",1
16456,// TODO Auto-generated method stub,1
2793,/** * @return the currently active {@link Screen}. */,0
3782,"/** * Returns metrics data for this ExoMediaDrm instance, or {@code null} if metrics are unavailable. */",0
2410,"/** * Add a listener for the final task info.  This notification is guaranteed to be fired only once. * Listener is always notified asynchronously using a dedicated notification thread pool so, care should * be taken to avoid leaking {@code this} when adding a listener in a constructor. Additionally, it is * possible notifications are observed out of order due to the asynchronous execution. */",0
2874,// filter is applied to final join result,0
11765,"/** * This first test doesn't test anything in Uninterruptibles, just demonstrates some normal * behavior of futures so that you can contrast the next test with it. */[[SEP]]/*     * Here's the order of events that we want.     *     * 1. The client thread begins to block on a get() call to a future.     * 2. The client thread is interrupted sometime before the result would be     *   available.     * 3. We expect the client's get() to throw an InterruptedException.     * 4. We expect the client thread's interrupt state to be false.     * 5. The client thread again makes a blocking call to get().     * 6. Now the result becomes available.     * 7. We expect get() to return this result.     * 8. We expect the test thread's interrupt state to be false.     */[[SEP]]// we were interrupted, but it's been cleared now",0
609,"/** * Encode cases where ""-P-"" is silent before ""-T-"" * * @return true if encoding handled in this routine, false if not */[[SEP]]// 'pterodactyl', 'receipt', 'asymptote'",0
7633,// prepared statement is not supported by Presto on Spark,0
5546,"//localhost/postgres"";[[SEP]]/*ROOT "" + String.valueOf(fieldVal) + "" */[[SEP]]// TODO Auto-generated catch block[[SEP]]/*"" + prefix + ""*/[[SEP]]/*"" + prefix + ""*/",1
9210,// Internal methods[[SEP]]/* windowDurationUs= */[[SEP]]/* windowPositionInPeriodUs= */[[SEP]]/* windowDefaultStartPositionUs= */[[SEP]]/* isSeekable= */[[SEP]]/* isDynamic= */[[SEP]]/* useLiveConfiguration= */[[SEP]]// The default start position is too close to the start of the live window. Set it to the// minimum default start position provided the window is at least twice as big. Else set// it to the middle of the window.[[SEP]]/* periodDurationUs= */[[SEP]]/* isSeekable= */[[SEP]]/* isDynamic= */[[SEP]]/* useLiveConfiguration= */[[SEP]]/* windowDefaultStartPositionUs= */[[SEP]]/* isSeekable= */[[SEP]]/* isDynamic= */[[SEP]]/* useLiveConfiguration= */,0
11399,"/** * Returns additional mapper implementations added by this plugin. * <p> * The key of the returned {@link Map} is the unique name for the mapper which will be used * as the mapping {@code type}, and the value is a {@link Mapper.TypeParser} to parse the * mapper settings into a {@link Mapper}. */",0
3068,/** * Checks if the given authentication is anonymous by checking its class. * @see Jenkins#ANONYMOUS2 * @see AnonymousAuthenticationToken * @since 2.266 */[[SEP]]// TODO use AuthenticationTrustResolver instead to be consistent through the application,1
7905,/** * Drop the specified function. * TODO: Support transaction */,1
3494,// FIXME: turn into Uni,1
3730,// TODO: temporary kill switch until we're confident the new error handling logic is// solid. Placed here for convenience and to avoid creating a new set of throwaway config objects// and because the parser is instantiated in the module that wires up the server (ServerMainModule),1
10176,"// TODO(cpovirk): More extensive testing of gap().[[SEP]]// separate below[[SEP]]// adjacent below[[SEP]]// overlap below[[SEP]]// enclosed with same start[[SEP]]// enclosed, interior[[SEP]]// enclosed with same end[[SEP]]// equal[[SEP]]// enclosing with same start[[SEP]]// enclosing with same end[[SEP]]// enclosing, exterior[[SEP]]// overlap above[[SEP]]// adjacent above[[SEP]]// separate above",1
10165,// Dumpable implementation[[SEP]]// TODO: Update this when capturedInteractions contains more than just input buffers.,1
10996,// space can be a safe char if plusForSpace is false[[SEP]]// space cannot be a safe char is plusForSpace is true,0
1484,// TODO JENKINS-20663 make this overridable via query parameter[[SEP]]// TODO consider using run(Callable) here[[SEP]]// avoid slow listing when the Glob can do a quicker job[[SEP]]/* TODO what is the user expectation? */,1
1944,// bucket-keys and sorted keys[[SEP]]// default: streaming aggregation is not turned on by default and hash based aggregation would be used[[SEP]]// streaming aggregation enabled[[SEP]]// streaming,0
305,// TODO: Muted on windows until resolved: https://github.com/elastic/elasticsearch/issues/78318,1
26110,// compile equaliser,0
740,"// System.out.println(dot.getDOT(startState, true));[[SEP]]// System.out.println(tokenTypes);",0
5873,"// test private static final int[] rangeCheckFields(int[] fields, int maxAllowedField)[[SEP]]// valid indexes[[SEP]]// corner case tests[[SEP]]// throws illegal argument.",0
8518,"/** * Creates a new container containing the given elements. TODO: would be nice to figure out how to * use E... or E[] as a parameter type, but this doesn't seem to work because Java creates an * array of the erased type. */",1
6542,"// TODO un-ignore once we use a Stapler release with the fix for this[[SEP]]//github.com/stapler/stapler/pull/149"")",1
11119,// A combination of QuarkusUnitTest and QuarkusProdModeTest tests ordering may mess with the port leaving it in// 8081 and QuarkusDevModeTest does not changes to the right port.,1
5969,"/** * Builds an ID3v2 tag containing a single 'user defined text information frame' (id='TXXX') with * {@code description} and {@code value}. * * <ul> *   <li><a href=""http://id3.org/id3v2.4.0-structure"">ID3v2 overall structure</a> *   <li><a href=""http://id3.org/id3v2.4.0-frames"">'user defined text information frame' spec</a> *       (item 4.2.6) * </ul> */[[SEP]]// ID for a 'user defined text information frame'[[SEP]]// Frame size (set later)[[SEP]]// Frame flags[[SEP]]// Character encoding = ISO-8859-1[[SEP]]// String null terminator[[SEP]]// String null terminator[[SEP]]// identifier[[SEP]]// version[[SEP]]// Tag flags[[SEP]]// Tag size (set later)",0
14966,// requireNonNull is safe because horizon contains only graph nodes.[[SEP]]/*             * TODO(cpovirk): Replace these two statements with one (`N element =             * requireNonNull(top.next())`) once our checker supports it.             *             * (The problem is likely             * https://github.com/jspecify/nullness-checker-for-checker-framework/blob/61aafa4ae52594830cfc2d61c8b113009dbdb045/src/main/java/com/google/jspecify/nullness/NullSpecAnnotatedTypeFactory.java#L896)             */,1
15784,/*`    * test that throws an error when trying to get a ShingleTokenFilter where difference between max_shingle_size and min_shingle_size    * is greater than the allowed value of max_shingle_diff     */,0
13413,"/** * Not supported. <b>You are attempting to create a map that may contain non-{@code Comparable} * keys.</b> Proper calls will resolve to the version in {@code ImmutableSortedMap}, not this * dummy version. * * @throws UnsupportedOperationException always * @deprecated <b>Pass keys of type {@code Comparable} to use {@link *     ImmutableSortedMap#of(Comparable, Object, Comparable, Object, Comparable, Object, *     Comparable, Object)}.</b> */",1
5484,"/* Outer Composite holding the controls */[[SEP]]/* Fix Region Shape */[[SEP]]// FIXME:// Notification borders are currently black on dark theme (which is a bug).// If we proceed to fix the region, popup's corners are colored with border color// (and the rest of the border is not). This needs to be deleted when the borders are fixed.[[SEP]]/* Fill Top Left */[[SEP]]/* Fill Top Right */[[SEP]]/* Fill Bottom Left */[[SEP]]/* Fill Bottom Right */[[SEP]]/* Title area containing label and close button */[[SEP]]/* Create Title Area */[[SEP]]/* Outer composite to hold content controlls */[[SEP]]/* Middle composite to show a 1px black line around the content controls */[[SEP]]/* Inner composite containing the content controls */[[SEP]]/* Content Area */",1
1715,// factory.createKey is too slow in Tsan.,0
2246,// DECIMAL_DIGITS is the number of fractional digits,0
971,"// TODO: fake errors, check password from terminal, allow tests to make elasticsearch.yml change",1
255,"// now we need to prune the results, to remove duplicates// e.g. if the file is modified after creation we only want to// show the create event[[SEP]]// XNIO-344// All file change events (ADDED, REMOVED and MODIFIED) occurred here.// This happens when an updated file is moved from the different// filesystems or the directory having different project quota on Linux.// ADDED and REMOVED events will be removed in the latter conditional branching.// So, this MODIFIED event needs to be kept for the file change notification.[[SEP]]// if the key is no longer valid remove it from the files list[[SEP]]// ignore[[SEP]]// the watcher service is closed, so no more waiting on events// @see https://developer.jboss.org/message/911519",1
26517,"/** * Advance this iterator by a single row. Returns `false` if this iterator has no more rows and * `true` otherwise. If this returns `true`, then the new row can be retrieved by calling {@link * #getRow()}. */",0
7287,/** * Create initial bucket assignments for a distribution. */,0
1143,/** * Sets the optional DRM configuration. */,0
4939,/** * Returns a {@link Cipher} object for decrypting with this key. * @deprecated use {@link #decrypt(byte[])} */,1
1623,// Uses a pattern[[SEP]]// Specifies a DB[[SEP]]// Uses a pattern and specifies a DB[[SEP]]// No pattern or DB,0
1156,// sort by key for consistency,0
3517,"/** * Demonstrates thread starvation problem. * * No solution on this for now. Trade-off in this direction as per https://github.com/ReactiveX/RxJava/issues/998#issuecomment-38959474 * Probably need backpressure for this to work * * When using SynchronizedSubscriber we get this output: * * {@code p1: 18 p2: 68 =>} should be close to each other unless we have thread starvation * * When using SerializedObserver we get: * * {@code p1: 1 p2: 2445261 =>} should be close to each other unless we have thread starvation * * This demonstrates how SynchronizedSubscriber balances back and forth better, and blocks emission. * The real issue in this example is the async buffer-bloat, so we need backpressure. * * @throws InterruptedException if the await is interrupted */[[SEP]]// force it to take time when delivering[[SEP]]// fairly distributed within 10000 of each other",1
8531,/** * Asserts that two cues are equal. */,0
21078,// test indexing of values as string[[SEP]]// test indexing values as integer numbers[[SEP]]// test that indexing values as number with decimal is not allowed,0
735,/** * Adjacency is defined by two Markers being infinitesimally close to each other. * This means they must share the same value and have adjacent Bounds. */,0
10582,// HERESY! but it's ok just for this I guess,0
3126,/** * @deprecated Use {@link #prepare()} instead. */[[SEP]]// Calling deprecated method.,1
25496,/** * Stack trace from Elasticsearch for the remote failure. Mostly just useful for debugging * errors that happen to be bugs. */,0
4441,"// Fold min/max aggregations to a constant value[[SEP]]// For each input partition column, we keep one tuple domain for each constant value. When we get the resulting value, we will get the corresponding tuple domain and// check if the partition stats can be trusted.[[SEP]]// for each input column, add a literal expression using the entry value[[SEP]]// partition key does not have a single value, so bail out to be safe[[SEP]]// min/max ignores null value[[SEP]]// Partition Stats stored in metastore may be incomplete or missing, if stats collection timeout. So even if the metastore has a stats indicating that the partition is// empty, it may not be empty on disk. We need to disable this rewrite for this case as it could change the behavior.// Thus, to be safe, we only do the rewrite if the result partition has positive row count in its stats.",1
215,// FIXME: we need to run with progress service bu we can't change active control focus// Otherwise it breaks soem functions (e.g. data editor value save as it handles focus events).// so we can use runInProgressServie function,1
21897,"// Just use ID here, not type, as trying to delete different types spams the logs with an exception stack trace[[SEP]]// If we successfully deleted a document try the next one; if not we're done[[SEP]]// There's an assumption here that there won't be very many categorizer// state documents, so the recursion won't go more than, say, 5 levels deep",0
